x,y,label
-1.0498048,0.2639231,1
-0.25467747,-0.88629144,1
0.7010184,-0.06677905,0
-0.6985673,-0.16754436,1
-1.919806,-0.6372278,1
-0.4457908,-1.0830163,1
-2.1611834,0.21824667,1
-2.158029,-0.10430448,1
3.2135596,0.19712138,0
-2.0428526,0.45395333,1
-0.69301766,0.51688766,1
2.4863162,0.44543236,0
3.9793503,3.434885,0
-2.1361628,0.29630393,1
-1.0739973,3.3855696,1
1.5664809,-1.1334215,0
-2.1525812,0.35015818,1
-0.82053226,1.2189132,1
1.6584517,-0.2915607,0
-2.1949677,0.13555667,1
-2.2060602,0.24260405,1
4.5845933,2.247285,0
-1.7337856,1.6704061,1
-1.8539792,1.3545806,1
-1.9731187,0.29730478,1
-1.4599049,-0.82639456,1
-1.6792957,-0.7806908,1
1.3660642,-1.3638244,0
1.6488856,0.033937193,0
2.6008918,-0.032820992,0
2.6338828,0.142658,0
-0.47170705,0.2755452,1
1.4068758,-1.3692709,0
2.6510022,-0.5452155,0
0.5004849,1.6018807,0
-1.3500131,0.024096739,1
-1.5756233,2.542224,1
-1.7753202,0.6553016,1
-1.1873851,0.33596456,1
1.9104294,-0.8634993,0
-1.9250209,-0.56105614,1
1.0710177,-0.26538017,0
2.0691507,1.2105463,0
